Food_Type,Quantity,Preparation_Time,Storage_Hours,Temperature,Food_Safe
Dairy Products,12.3,14.7,11.5,8.2,No
Vegetables,61.0,34.5,7.2,9.6,Yes
Vegetables,41.9,53.5,12.1,9.7,Yes
Dairy Products,19.5,30.6,9.0,24.3,No
Rice,22.8,56.5,3.0,50.6,Yes
Rice,38.5,51.7,7.4,-3.1,No
Fruits,25.3,30.6,27.9,10.8,Yes
Bread,24.9,20.5,36.9,40.1,No
Rice,21.1,21.8,15.2,41.7,Yes
Fruits,58.9,24.1,57.8,39.9,No
Vegetables,2.9,17.4,1.2,22.2,Yes
Fast Food,10.5,0.6,5.8,5.1,No
Curry,16.5,115.3,1.1,31.0,Yes
Rice,42.2,16.1,9.9,17.7,Yes
Rice,28.3,48.6,10.2,73.7,No
Fruits,25.1,36.7,59.7,22.8,No
Fast Food,21.5,59.7,3.5,30.4,Yes
Curry,37.1,53.6,5.9,-3.9,No
Dairy Products,11.0,15.6,8.3,-1.6,No
Bread,39.1,12.4,69.7,17.9,Yes
Bread,46.3,36.8,31.8,27.1,Yes
Fruits,36.5,2.3,82.3,36.1,No
Vegetables,33.6,24.9,46.5,-3.4,No
Fruits,30.4,31.0,5.6,7.2,Yes
Curry,24.5,112.6,6.2,19.7,No
Vegetables,63.3,24.1,66.0,2.4,Yes
Curry,31.7,15.1,5.2,26.0,Yes
Curry,13.3,51.1,3.1,79.5,Yes
Rice,17.3,19.4,11.6,54.4,No
Bread,30.4,77.3,28.3,27.1,Yes
Bread,36.2,94.1,23.8,4.8,Yes
Vegetables,16.5,0.4,59.9,38.6,No
Curry,5.0,84.2,13.0,48.6,Yes
Fruits,11.1,8.3,10.3,34.1,Yes
Curry,37.0,76.8,9.7,36.7,Yes
Vegetables,45.3,43.9,44.7,20.0,No
Vegetables,23.4,10.9,48.3,2.7,Yes
Dairy Products,25.9,4.1,1.8,11.6,Yes
Rice,23.0,4.9,16.5,42.6,No
Bread,36.4,46.2,33.0,13.5,Yes
Dairy Products,7.2,30.9,3.9,23.8,No
Rice,41.8,76.0,2.6,47.3,Yes
Fruits,16.8,13.0,97.4,4.1,Yes
Vegetables,37.9,13.3,9.4,4.8,No
Dairy Products,6.8,33.0,6.5,14.8,No
Vegetables,33.7,32.1,13.0,36.1,No
Fruits,43.9,8.8,31.2,20.0,No
Bread,11.7,72.3,22.4,16.3,Yes
Dairy Products,7.6,32.5,9.5,-3.3,No
Bread,26.1,77.0,21.4,43.5,Yes
Fruits,59.6,42.0,64.2,12.9,Yes
Curry,9.2,47.5,9.0,46.8,Yes
Bread,58.3,57.8,44.1,28.8,No
Rice,3.4,53.6,6.5,15.5,Yes
Fast Food,23.3,42.5,1.4,54.9,Yes
Dairy Products,16.1,36.2,2.5,4.7,Yes
Fast Food,13.4,37.2,5.7,66.3,No
Vegetables,26.6,10.2,65.6,11.7,Yes
Bread,38.5,89.9,54.4,6.3,No
Fast Food,15.2,10.7,0.9,58.3,Yes
Vegetables,46.6,39.8,45.6,-1.7,No
Vegetables,13.9,36.5,62.0,35.4,No
Fast Food,14.9,18.0,5.8,73.7,No
Fast Food,23.2,25.5,4.7,8.6,Yes
Rice,5.1,65.4,11.7,13.9,No
Fast Food,13.9,46.5,3.7,46.8,Yes
Rice,14.5,82.5,10.6,74.9,No
Dairy Products,27.6,38.6,8.8,15.8,No
Fruits,38.0,2.1,34.4,20.2,No
Vegetables,15.3,49.4,27.2,23.3,Yes
Vegetables,52.8,45.3,33.7,28.7,No
Curry,5.9,47.3,11.3,5.9,Yes
Rice,1.5,86.3,9.8,71.8,No
Curry,26.2,37.8,2.3,60.1,Yes
Dairy Products,16.4,33.1,9.7,23.2,No
Bread,20.3,133.1,21.9,35.7,No
Bread,56.0,121.3,38.5,10.3,No
Fruits,7.2,31.1,55.3,22.0,No
Bread,15.3,96.6,50.9,31.3,No
Rice,19.0,86.0,8.4,17.2,Yes
Fast Food,10.0,35.1,3.6,25.4,No
Rice,19.6,22.1,17.2,50.2,Yes
Curry,19.4,21.8,0.9,9.3,Yes
Fruits,1.4,41.1,32.2,18.5,No
Bread,5.1,108.7,30.0,1.7,No
Bread,38.4,38.7,38.8,40.9,Yes
Fast Food,7.4,58.5,5.8,-1.8,No
Rice,7.6,88.2,0.6,7.8,Yes
Curry,37.4,61.1,2.0,52.0,Yes
Rice,26.9,52.1,10.9,66.5,Yes
Fruits,46.4,2.0,53.7,6.7,Yes
Dairy Products,29.0,36.8,7.1,0.7,No
Vegetables,36.1,45.9,62.8,28.9,No
Fast Food,21.0,19.7,4.6,33.6,No
Fruits,22.0,8.8,69.5,14.1,Yes
Rice,39.7,68.2,15.2,68.9,No
Curry,12.9,25.0,7.8,42.0,Yes
Curry,22.4,53.2,11.3,81.6,No
Curry,16.8,91.3,7.0,69.6,No
Vegetables,1.9,54.8,67.9,10.7,No
Rice,10.1,11.5,2.8,18.8,Yes
Bread,5.0,128.6,62.2,11.6,No
Dairy Products,19.9,18.0,2.0,3.9,Yes
Rice,35.7,44.5,10.9,58.4,Yes
Curry,11.6,119.7,4.0,44.6,Yes
Fruits,57.5,13.9,103.1,36.6,No
Vegetables,66.7,1.7,52.7,20.1,No
Bread,52.1,90.4,15.1,8.9,No
Fast Food,8.2,8.6,2.1,17.5,Yes
Curry,17.3,12.9,12.5,-0.4,No
Vegetables,30.8,41.3,15.9,16.4,No
Fruits,55.9,7.6,100.9,1.8,No
Bread,47.0,43.1,64.4,20.7,Yes
Bread,12.6,144.2,42.2,0.5,No
Bread,2.8,23.4,17.9,16.7,Yes
Rice,40.1,19.5,8.6,12.1,Yes
Curry,7.2,13.1,8.3,29.3,Yes
Fruits,70.9,29.5,53.8,3.4,No
Bread,52.3,109.4,20.5,20.4,Yes
Rice,28.9,49.2,17.9,1.2,No
Bread,19.1,67.0,70.8,7.2,No
Bread,51.6,140.3,9.9,18.0,No
Rice,8.1,16.3,16.4,19.3,No
Vegetables,19.7,44.5,32.4,32.9,No
Vegetables,2.6,40.5,30.6,23.1,No
Curry,19.3,9.5,7.3,68.7,No
Dairy Products,4.9,37.9,10.0,6.8,No
Fruits,3.9,4.8,62.3,-0.0,Yes
Vegetables,64.6,5.5,58.1,19.3,Yes
Dairy Products,18.6,21.4,5.3,10.8,No
Dairy Products,13.2,8.6,4.9,-3.1,No
Bread,19.4,46.2,37.0,11.5,Yes
Rice,48.9,9.9,1.1,21.2,Yes
Rice,22.4,3.9,7.6,61.3,Yes
Fruits,49.0,32.9,14.2,3.9,Yes
Bread,32.9,81.4,19.8,47.2,No
Rice,12.0,86.9,7.7,19.7,No
Curry,3.6,20.0,11.3,39.3,Yes
Fast Food,1.3,54.2,0.5,12.7,Yes
Rice,1.9,46.7,4.9,21.3,Yes
Fruits,19.9,5.0,1.0,18.2,Yes
Rice,6.9,10.7,14.5,-2.9,No
Fruits,45.8,33.4,16.9,5.6,Yes
Fruits,59.6,26.2,57.7,29.8,No
Rice,20.0,48.8,13.3,22.0,No
Fast Food,21.8,32.9,3.1,16.9,No
Rice,46.1,73.4,17.5,41.4,No
Fruits,10.4,4.4,90.3,37.9,No
Vegetables,61.9,19.1,47.8,20.0,Yes
Bread,30.6,116.3,69.3,15.5,Yes
Dairy Products,8.5,33.9,0.6,7.0,Yes
Bread,25.4,14.2,23.5,47.2,No
Bread,35.3,108.6,62.2,21.6,No
Rice,3.9,12.4,15.9,59.9,Yes
Rice,34.7,13.7,2.9,15.0,Yes
Rice,8.3,80.2,3.0,42.8,Yes
Fruits,21.7,14.6,15.1,5.2,Yes
Fruits,25.6,42.8,24.4,39.8,No
Rice,8.8,8.5,14.0,80.5,No
Rice,27.9,61.8,16.9,51.6,No
Bread,34.3,50.2,62.4,19.9,No
Fruits,48.5,9.9,28.9,13.4,Yes
Vegetables,17.7,8.6,6.7,-1.0,Yes
Curry,39.4,15.3,11.2,78.3,No
Rice,7.1,58.9,5.1,42.9,Yes
Dairy Products,13.5,30.1,3.1,21.9,No
Bread,23.5,16.4,63.1,32.8,No
Fruits,79.0,38.3,32.7,32.1,No
Rice,17.3,0.6,9.2,61.9,No
Dairy Products,10.0,33.8,3.5,6.5,Yes
Fruits,79.9,24.1,18.0,9.3,No
Fast Food,12.0,57.2,2.7,78.9,No
Dairy Products,24.5,37.4,11.2,20.8,No
Bread,59.0,143.9,44.9,22.1,Yes
Fruits,41.3,38.0,85.4,8.2,No
Dairy Products,5.6,2.4,2.9,-4.5,No
Fast Food,13.2,30.0,3.2,20.6,Yes
Bread,52.0,123.6,22.5,15.4,No
Vegetables,11.5,6.6,6.7,30.6,Yes
Vegetables,51.9,21.4,26.0,20.9,No
Dairy Products,21.0,32.0,7.9,-2.1,No
Fruits,62.2,24.6,9.1,1.6,No
Curry,13.0,40.5,9.0,20.9,Yes
Fast Food,5.3,3.9,3.3,44.9,No
Fruits,33.0,39.0,2.5,33.1,No
Curry,4.6,97.8,5.9,12.6,Yes
Fast Food,18.4,14.8,0.7,55.2,Yes
Dairy Products,28.6,17.0,10.0,2.9,Yes
Fruits,5.2,2.6,18.0,40.0,Yes
Fruits,44.5,26.7,65.5,38.1,No
Rice,47.0,18.9,16.6,37.7,No
Fast Food,17.6,44.9,3.7,34.7,No
Rice,39.3,9.4,11.5,29.9,No
Dairy Products,21.7,39.1,11.9,18.8,No
Dairy Products,9.3,39.1,5.9,12.3,No
Dairy Products,4.5,8.2,5.5,2.4,No
Rice,24.2,15.0,9.7,73.1,No
Fruits,11.9,21.1,82.2,27.2,No
Rice,21.9,49.7,9.5,65.1,No
Curry,35.9,81.2,13.2,47.9,Yes
Fruits,39.7,5.4,21.8,10.2,Yes
Fruits,45.2,4.8,97.6,3.2,No
Dairy Products,22.0,22.0,9.5,10.4,No
Rice,9.3,23.1,15.7,12.5,Yes
Fruits,77.2,7.3,89.1,12.6,Yes
Vegetables,47.2,22.9,25.7,15.5,Yes
Rice,20.1,39.8,12.4,1.0,No
Curry,23.5,117.9,14.0,57.7,No
Rice,16.8,66.2,15.2,75.5,No
Rice,1.2,83.5,4.3,27.8,Yes
Fast Food,7.2,46.9,2.1,13.0,Yes
Vegetables,38.1,13.3,10.3,19.4,Yes
Curry,1.9,36.2,2.1,33.3,Yes
Fast Food,1.4,51.5,0.8,3.6,No
Fruits,57.9,34.4,77.3,39.5,No
Dairy Products,24.0,9.2,10.5,15.3,No
Vegetables,7.3,0.2,1.7,0.3,No
Fruits,21.5,44.7,53.2,31.9,No
Fast Food,24.0,19.2,1.9,23.6,Yes
Curry,22.3,9.2,7.0,39.3,Yes
Curry,24.1,91.8,7.7,3.9,No
Fruits,68.5,28.8,82.5,31.5,No
Dairy Products,12.1,6.1,9.5,9.4,No
Fast Food,7.7,46.4,3.1,-1.9,No
Rice,23.6,5.5,9.3,6.0,No
Fast Food,16.7,31.9,4.0,14.5,No
Curry,4.8,38.2,14.7,42.7,Yes
Bread,49.5,127.7,36.5,16.2,No
Fruits,4.9,25.3,36.2,29.7,No
Fruits,78.5,40.2,20.5,18.2,Yes
Fruits,33.9,11.3,1.6,24.4,Yes
Curry,19.7,8.1,12.6,13.6,Yes
Fruits,38.6,31.1,39.0,0.6,No
Dairy Products,15.6,19.0,1.1,24.6,No
Vegetables,64.4,31.4,28.6,25.6,No
Fast Food,9.9,14.1,0.5,62.0,Yes
Fast Food,4.5,12.0,2.8,2.1,Yes
Fast Food,11.8,57.1,4.8,21.7,No
Fruits,36.6,33.2,54.3,34.7,No
Bread,16.0,71.1,6.0,35.2,No
Bread,9.7,35.3,15.5,20.1,Yes
Dairy Products,7.0,2.4,2.5,26.1,No
Rice,38.3,75.2,15.0,53.6,Yes
Rice,48.5,9.6,3.4,65.1,Yes
Bread,7.7,47.5,40.0,28.9,Yes
Curry,37.7,100.3,14.4,-4.3,No
Curry,2.2,21.6,6.5,81.5,Yes
Rice,5.7,88.1,5.2,56.1,No
Rice,21.7,2.3,1.8,36.8,Yes
Curry,32.4,9.6,13.9,35.1,No
Dairy Products,1.3,1.3,7.2,1.9,No
Curry,10.9,33.6,8.9,71.8,Yes
Curry,23.0,93.9,6.8,16.7,Yes
Curry,38.4,3.9,6.3,78.7,No
Bread,37.3,95.8,71.0,16.3,Yes
Dairy Products,18.5,5.1,8.6,27.7,No
Fast Food,3.1,53.7,1.1,27.9,Yes
Bread,58.5,88.8,31.2,6.3,No
Fruits,32.2,14.9,19.0,33.8,Yes
Bread,58.7,92.3,19.4,37.4,No
Fruits,58.1,22.8,59.2,8.6,No
Bread,45.5,128.5,2.1,2.2,No
Vegetables,67.2,50.7,43.0,2.5,No
Fast Food,20.8,18.0,5.0,47.7,Yes
Vegetables,64.1,35.1,12.9,2.1,Yes
Curry,7.8,114.9,4.0,1.1,No
Dairy Products,24.4,13.8,11.7,-1.3,No
Bread,17.7,121.5,49.3,1.7,No
Vegetables,57.1,48.5,20.9,30.3,No
Curry,35.1,35.3,4.1,77.7,Yes
Rice,40.8,2.4,10.4,61.6,Yes
Rice,7.2,86.9,5.2,19.3,Yes
Rice,22.8,30.0,11.0,23.2,Yes
Vegetables,10.2,3.4,10.7,38.5,No
Fruits,37.3,26.5,30.4,-2.0,No
Vegetables,54.5,16.1,7.1,4.1,Yes
Fast Food,3.3,7.9,2.7,1.5,No
Bread,14.7,66.1,68.0,42.7,No
Curry,27.0,61.0,13.8,17.7,Yes
Dairy Products,1.7,24.8,1.9,21.7,No
Vegetables,41.9,39.6,63.4,35.6,No
Bread,4.6,33.3,8.1,17.7,Yes
Bread,1.6,23.2,15.5,38.6,No
Bread,15.0,127.8,37.5,22.1,Yes
Dairy Products,5.1,18.6,11.7,7.4,No
Curry,38.9,60.2,3.9,68.7,Yes
Dairy Products,28.0,31.6,7.3,19.3,No
Fast Food,14.0,29.6,2.9,48.9,Yes
Curry,35.3,90.9,9.0,83.8,No
Bread,52.5,142.0,12.4,23.4,Yes
Fruits,22.7,39.8,36.4,17.7,Yes
Vegetables,14.3,44.3,12.8,29.9,No
Curry,16.8,20.6,11.2,19.0,Yes
Fast Food,5.0,18.3,1.7,61.3,Yes
Rice,39.5,35.3,10.2,10.5,Yes
Fast Food,3.6,11.0,4.5,51.4,Yes
Fast Food,22.2,18.0,1.4,30.0,Yes
Curry,26.2,10.9,14.2,66.4,No
Rice,15.1,51.6,10.9,65.9,No
Fruits,14.4,31.2,4.8,13.4,Yes
Fast Food,21.1,57.8,2.5,11.5,No
Dairy Products,2.1,28.7,7.6,-3.4,No
Curry,10.6,91.6,8.3,11.0,No
Rice,5.3,53.3,7.2,-4.5,No
Vegetables,10.9,29.2,3.2,13.0,Yes
Fast Food,21.2,28.4,2.9,6.0,Yes
Dairy Products,28.2,0.4,7.1,2.5,Yes
Fruits,8.1,37.2,71.3,33.6,No
Fast Food,22.3,47.2,1.1,49.6,Yes
Bread,43.0,145.1,21.9,46.9,No
Bread,17.3,124.4,8.8,37.4,No
Fruits,53.0,17.5,39.4,37.8,No
Fruits,68.8,9.4,27.5,8.2,Yes
Fast Food,7.7,25.7,0.9,22.9,Yes
Vegetables,31.5,59.9,60.3,17.2,No
Curry,12.7,21.9,13.3,20.8,Yes
Bread,46.5,20.9,36.0,11.0,No
Fast Food,5.7,49.4,3.6,33.1,No
Curry,15.0,35.2,8.3,62.1,Yes
Fruits,45.2,1.9,74.5,2.8,Yes
Rice,33.0,88.1,0.6,25.5,Yes
Dairy Products,26.7,19.3,11.4,0.8,No
Curry,13.5,70.8,0.7,66.8,Yes
Fruits,43.2,11.8,46.4,8.7,Yes
Dairy Products,3.7,8.9,6.3,24.9,No
Fruits,5.0,32.7,9.4,28.9,No
Fruits,21.3,18.6,50.7,25.6,No
Fruits,44.7,36.4,104.2,-2.0,No
Vegetables,26.7,31.1,44.0,-3.5,No
Fruits,74.0,7.5,91.1,-4.5,No
Rice,35.2,58.5,15.2,29.7,Yes
Bread,25.3,133.5,2.9,45.0,No
Fruits,22.1,19.1,55.2,4.5,No
Dairy Products,7.1,32.7,5.9,21.1,Yes
Curry,8.1,22.0,6.4,72.2,Yes
Fast Food,3.0,1.0,3.3,38.2,No
Curry,20.6,39.5,9.2,69.4,No
Vegetables,29.6,18.3,58.6,26.3,No
Fast Food,12.6,24.0,4.6,21.8,Yes
Fast Food,1.5,40.2,2.2,6.7,Yes
Rice,13.9,77.1,7.9,58.0,No
Dairy Products,22.0,1.2,5.0,1.2,No
Fruits,61.3,26.0,103.9,35.3,No
Fast Food,14.9,10.6,5.1,66.3,No
Fast Food,13.9,9.6,1.2,8.1,Yes
Fast Food,20.3,27.8,3.0,72.7,No
Fast Food,20.9,36.6,1.4,44.9,Yes
Dairy Products,21.2,21.4,11.5,2.7,No
Bread,18.8,148.5,43.5,1.0,No
Vegetables,68.5,27.0,71.6,21.9,No
Fast Food,13.9,11.4,2.5,79.7,Yes
Curry,22.9,61.5,11.7,54.3,No
Dairy Products,5.3,34.9,8.3,19.4,No
Rice,21.3,45.2,16.7,29.8,Yes
Dairy Products,7.4,4.6,10.7,12.4,No
Rice,19.6,76.6,15.9,47.3,No
Fast Food,16.7,5.6,0.5,74.9,No
Fruits,5.3,27.0,17.3,23.4,No
Curry,2.2,75.5,1.0,52.7,Yes
Fruits,13.6,6.8,18.3,37.6,Yes
Fast Food,8.2,31.6,4.6,-2.4,No
Curry,21.1,79.2,14.5,80.6,No
Dairy Products,9.0,3.0,6.7,9.0,No
Dairy Products,18.4,35.8,10.4,0.7,No
Curry,1.6,4.0,2.4,-3.5,No
Rice,32.1,72.4,17.9,32.9,No
Bread,16.9,55.6,43.0,31.5,No
Bread,59.9,105.3,63.1,45.0,No
Dairy Products,22.6,32.4,11.2,-0.3,No
Curry,16.9,2.2,1.8,78.3,No
Bread,15.7,35.6,65.5,28.5,No
Curry,24.8,77.9,7.0,6.9,Yes
Fruits,26.1,38.0,96.3,8.9,No
Dairy Products,23.2,10.2,9.2,18.1,No
Fast Food,23.6,40.8,5.8,69.3,No
Fast Food,22.1,30.6,1.3,24.9,Yes
Fruits,20.7,16.6,101.5,13.0,No
Curry,10.0,4.6,6.3,36.7,Yes
Fruits,23.4,3.3,40.6,9.0,Yes
Curry,30.2,114.2,3.2,42.2,Yes
Vegetables,43.8,0.7,30.3,-1.7,No
Vegetables,29.2,11.3,25.1,22.5,Yes
Dairy Products,24.8,23.5,9.0,21.1,No
Curry,13.5,66.3,7.4,82.5,No
Dairy Products,15.4,24.4,4.8,20.8,No
Curry,10.9,20.7,8.1,73.0,No
Fast Food,6.9,19.6,3.8,58.4,Yes
Rice,8.6,11.3,0.7,-4.6,Yes
Rice,33.0,59.2,8.7,30.9,Yes
Fast Food,8.3,39.1,1.7,-2.1,Yes
Rice,11.7,10.6,4.1,68.0,Yes
Dairy Products,25.5,18.8,0.9,15.2,No
Fast Food,17.1,17.8,4.6,51.7,Yes
Rice,17.1,87.3,11.9,0.0,No
Fast Food,6.6,34.2,3.2,31.3,No
Vegetables,66.1,33.5,44.9,0.6,Yes
Fast Food,1.8,59.3,2.5,40.4,Yes
Fruits,53.1,11.1,101.0,15.2,No
Vegetables,30.7,20.0,34.8,29.1,No
Fast Food,21.3,18.6,4.9,21.1,Yes
Bread,14.3,20.2,14.4,33.0,No
Rice,1.6,44.7,9.2,52.8,Yes
Rice,12.1,7.8,10.6,54.7,Yes
Dairy Products,10.7,24.9,10.1,14.7,No
Vegetables,34.4,12.6,3.4,8.4,Yes
Fast Food,24.9,16.5,3.0,41.7,Yes
Fruits,35.1,20.0,103.6,13.7,No
Bread,59.2,139.2,63.8,34.6,No
Rice,39.1,54.7,14.3,51.7,Yes
Fast Food,19.7,21.4,3.2,15.3,Yes
Vegetables,25.0,16.1,27.9,38.7,No
Vegetables,55.8,30.5,25.1,19.5,No
Bread,53.8,73.3,19.9,40.0,Yes
Curry,24.5,14.0,6.3,53.2,Yes
Rice,15.0,52.9,16.1,67.1,No
Bread,7.9,48.7,1.8,38.1,Yes
Curry,8.0,96.5,0.8,13.8,Yes
Fast Food,23.6,43.9,1.8,26.6,Yes
Fruits,55.1,12.5,105.0,28.5,No
Vegetables,1.9,23.5,11.8,26.4,No
Bread,41.8,109.3,15.3,10.2,Yes
Curry,8.8,111.9,9.3,37.2,No
Vegetables,63.6,54.0,55.0,32.8,No
Dairy Products,29.0,22.3,11.9,-3.6,No
Vegetables,49.3,5.6,60.5,32.0,No
Fast Food,6.3,5.5,4.2,72.4,No
Rice,5.7,48.3,10.2,45.5,Yes
Curry,8.3,14.3,9.1,31.3,No
Fast Food,17.4,59.3,1.3,21.7,Yes
Dairy Products,1.2,19.1,3.6,18.5,No
Fast Food,13.8,53.5,4.7,73.1,No
Fruits,60.3,13.0,80.7,32.0,No
Vegetables,19.8,52.6,35.2,12.4,No
Curry,10.7,84.4,8.9,78.1,No
Curry,30.2,8.8,8.3,-3.5,No
Fruits,1.5,40.8,56.1,-2.8,No
Fruits,19.7,17.8,26.2,32.3,No
Dairy Products,16.4,25.6,7.9,9.2,No
Vegetables,41.6,0.7,16.0,-3.0,No
Rice,40.5,21.4,1.0,27.8,Yes
Bread,10.3,38.0,67.9,37.8,No
Bread,14.6,25.7,46.9,9.3,No
Vegetables,50.4,25.8,10.0,38.5,Yes
Bread,40.0,46.1,20.0,31.5,No
Bread,17.9,88.0,43.8,34.7,Yes
Vegetables,7.2,33.4,45.6,0.4,No
Bread,38.1,84.1,20.8,41.9,No
Fruits,78.4,7.1,18.5,30.7,No
Fruits,49.7,2.4,75.7,12.1,Yes
Rice,40.7,75.6,5.9,33.1,Yes
Fruits,69.2,6.9,45.8,36.5,No
Bread,48.2,18.8,36.5,1.4,No
Dairy Products,1.1,17.6,8.3,15.9,No
Fast Food,3.3,25.4,2.4,32.4,Yes
Curry,11.0,9.0,4.1,24.4,Yes
Rice,35.8,87.2,13.3,27.9,No
Dairy Products,28.2,36.7,7.2,5.5,Yes
Dairy Products,3.3,25.7,6.5,14.0,No
Fast Food,18.2,34.8,2.9,28.0,No
Curry,35.4,85.6,7.7,51.4,Yes
Vegetables,66.9,22.5,34.0,29.7,Yes
Fast Food,12.4,43.9,3.5,15.8,No
Vegetables,13.8,1.5,26.2,17.0,No
Dairy Products,21.5,27.9,2.9,17.5,No
Bread,16.3,36.0,40.6,6.7,No
Fast Food,10.5,48.2,5.8,27.0,No
Bread,10.8,76.3,17.4,46.7,No
Fast Food,9.1,8.4,1.3,53.3,No
Bread,41.6,10.0,30.8,9.4,No
Vegetables,20.2,8.3,69.2,17.3,Yes
Vegetables,11.3,36.5,57.7,16.7,No
Bread,50.7,106.6,9.6,19.5,Yes
Bread,26.7,106.6,45.0,10.1,Yes
Rice,1.2,74.9,14.3,83.6,No
Curry,31.2,51.9,9.6,65.1,No
Fruits,37.9,9.8,101.5,13.6,No
Fruits,32.7,13.4,51.9,36.6,No
Vegetables,25.9,14.3,57.5,10.1,Yes
Vegetables,55.9,8.1,21.1,27.8,No
Fast Food,18.0,43.7,1.2,37.2,No
Fruits,62.7,16.5,18.5,15.4,Yes
Rice,42.3,38.7,3.3,70.8,Yes
Curry,32.4,79.5,5.7,71.2,Yes
Fast Food,7.3,24.7,0.9,43.8,Yes
Fruits,52.0,9.4,56.7,4.8,Yes
Dairy Products,15.0,23.0,6.7,4.2,Yes
Bread,36.3,108.8,31.0,29.5,Yes
Fast Food,8.5,52.0,3.8,63.0,No
Fast Food,21.9,17.8,1.2,58.4,Yes
Fruits,9.0,4.5,77.7,21.4,No
Fast Food,16.6,39.6,5.5,23.0,No
Curry,10.8,0.5,1.6,56.7,Yes
Curry,36.5,98.0,14.6,58.3,No
Bread,11.2,134.5,46.0,17.1,Yes
Dairy Products,15.3,33.9,9.4,12.4,No
Curry,18.6,77.2,9.9,0.2,No
Rice,20.0,4.5,12.7,83.9,No
Vegetables,45.3,24.0,33.9,39.1,No
Fruits,2.9,30.6,55.9,25.9,No
Fast Food,20.1,11.6,4.2,15.5,Yes
Fast Food,23.0,9.2,2.7,5.1,Yes
Vegetables,61.7,25.0,28.0,1.0,No
Bread,54.2,112.5,49.4,20.3,Yes
Dairy Products,27.9,37.9,4.2,19.8,No
Bread,6.9,145.2,18.7,21.5,No
Fruits,42.4,15.2,85.1,13.7,No
Bread,41.3,60.0,30.2,17.6,Yes
Curry,35.8,103.4,4.3,64.3,Yes
Bread,1.3,122.2,60.1,10.1,Yes
Fruits,2.3,34.9,90.4,31.9,No
Fruits,2.6,11.0,21.4,34.7,Yes
Curry,36.7,61.5,6.5,10.6,Yes
Dairy Products,2.4,24.5,6.6,-4.0,No
Dairy Products,3.0,10.8,7.2,14.3,No
Fast Food,15.6,35.8,5.3,73.1,No
Curry,33.8,40.4,2.7,19.2,Yes
Vegetables,19.7,0.8,23.2,-3.1,No
Fast Food,17.6,17.9,3.3,78.6,No
Dairy Products,19.5,8.9,3.4,-4.4,No
Rice,7.9,88.4,0.5,59.6,Yes
Dairy Products,26.3,34.3,9.7,27.0,No
Vegetables,68.3,8.4,37.7,22.5,Yes
Curry,33.9,18.4,3.8,45.7,Yes
Fruits,23.6,19.7,39.5,11.4,Yes
Rice,26.2,38.3,5.2,76.8,Yes
Curry,1.1,62.6,11.0,70.5,No
Fast Food,10.5,30.9,5.7,4.0,No
Dairy Products,23.2,6.7,10.8,-4.0,No
Fruits,57.6,34.1,18.3,13.9,Yes
Curry,4.8,117.9,3.3,-4.8,Yes
Curry,26.6,77.1,10.4,28.4,Yes
Fast Food,19.3,28.1,3.3,20.1,Yes
Fast Food,9.7,20.4,2.2,47.9,Yes
Fruits,74.3,10.6,50.0,1.5,No
Fruits,50.3,42.6,3.4,1.8,No
Dairy Products,25.0,2.3,8.6,21.3,No
Fast Food,7.5,48.0,3.5,49.2,Yes
Bread,48.8,147.8,42.0,35.2,No
Fruits,40.2,14.1,64.3,-1.5,No
Vegetables,44.1,2.4,32.8,4.5,No
Vegetables,5.5,29.6,4.7,21.1,Yes
Fast Food,18.1,23.4,2.7,41.7,Yes
Vegetables,31.6,12.3,2.1,2.0,Yes
Fruits,7.3,10.7,43.4,-0.1,No
Rice,32.0,30.0,2.0,74.1,Yes
Vegetables,45.6,32.4,46.5,33.1,No
Vegetables,53.9,48.9,2.4,32.2,No
Fruits,57.5,38.2,64.6,34.3,No
Curry,9.6,93.5,9.0,8.0,No
Curry,11.7,84.8,10.1,71.5,No
Fruits,73.8,10.9,34.5,13.9,Yes
Vegetables,29.5,31.1,52.7,5.1,No
Bread,41.7,11.9,35.3,11.8,No
Fast Food,20.3,53.9,1.7,22.4,Yes
Dairy Products,25.5,12.7,8.3,-3.9,No
Vegetables,34.0,36.2,63.2,5.0,No
Bread,3.6,61.5,36.9,10.5,Yes
Rice,16.1,43.5,1.4,77.8,Yes
Curry,39.1,95.2,12.8,12.9,No
Rice,16.9,67.5,14.8,64.9,No
Vegetables,45.1,52.7,32.7,15.1,No
Curry,25.9,36.3,11.8,19.0,Yes
Bread,25.3,76.2,58.4,1.2,No
Fast Food,19.5,43.5,2.9,20.3,No
Curry,37.6,73.6,7.5,63.3,Yes
Fast Food,3.9,34.9,3.2,33.5,Yes
Dairy Products,20.4,26.5,3.2,11.8,No
Dairy Products,2.1,22.6,1.5,13.5,No
Dairy Products,5.7,32.9,3.1,4.9,Yes
Rice,27.9,56.4,5.0,17.3,Yes
Rice,47.4,81.9,5.7,66.5,No
Fruits,15.0,5.5,80.4,20.8,No
Dairy Products,15.1,29.6,11.1,15.1,No
Rice,17.5,85.3,16.2,1.9,No
Vegetables,39.1,38.7,67.9,35.1,No
Fast Food,7.6,28.8,4.3,-0.0,No
Curry,28.1,97.3,4.7,61.2,No
Vegetables,28.9,39.9,71.8,38.7,No
Fast Food,4.6,57.7,4.0,77.4,No
Dairy Products,19.7,15.4,9.9,-1.2,No
